"id","Q1Pur","Q2Aw_1","Q2Aw_2","Q2Aw_3","Q2Aw_4","Q2Aw_5","Q2Aw_6","Q2Aw_7","Q2Aw_8","Q2Aw_9","Q2Aw_10","Q2Aw_11","Q3Pi_r1","Q3Pi_r2","Q3Pi_r3","Q3Pi_r4","Q3Pi_r5","Q3Pi_r6","Q3Pi_r7","Q3Pi_r8","Q3Pi_r9","Q3Pi_r10","Q4CredL_r1","Q4CredL_r2","Q4CredL_r3","Q4CredL_r4","Q5CredG_r1","Q5CredG_r2","Q5CredG_r3","Q5CredG_r4","Q6CredT_r1","Q6CredT_r2","Q6CredT_r3","Q6CredT_r4","Q7Belief","Q8Myst","Q9Myst","Q10Myst","Q11Myst","Q12Myst","Q13Opti_r1","Q13Opti_r2","Q13Opti_r3","Q13Opti_r4","Q13Opti_r5","Q13Opti_r6","Q13Opti_r7","Q13Opti_r8","Q13Opti_r9","Q14Demo","Q15Demo","Q16Demo","Q17Demo","Q18Demo","Q19Demo","Q20Demo","Q21Demo","Q22Demo","Q23Com"
755,1,1,0,1,0,0,0,0,0,0,0,0,6,5,6,1,4,4,1,1,5,2,7,7,7,7,4,2,6,3,6,4,5,6,3,2,"",NA,"",2,3,1,2,2,5,2,2,2,2,1,22,"France",1,1,4,4,1,1,""
758,1,1,1,1,0,0,0,1,0,0,0,0,4,3,3,1,3,1,1,1,1,1,6,6,6,6,4,4,2,4,4,4,4,4,3,2,"",NA,"",2,3,6,6,6,6,6,6,6,6,2,54,"Italy",3,2,1,2,2,2,""
759,2,0,0,0,0,0,0,0,0,0,0,1,4,2,6,1,3,2,5,4,6,1,5,6,6,6,2,5,5,4,7,5,7,4,2,2,"",NA,"",2,6,6,7,1,6,6,5,7,6,2,22,"France",3,3,2,2,1,1,"282"
761,3,1,0,0,1,1,1,1,0,1,0,0,6,2,5,6,6,6,5,4,5,3,6,6,7,6,4,4,5,5,6,6,6,7,2,2,"",NA,"",1,5,6,5,6,6,5,5,6,5,2,21,"France",1,1,4,5,1,1,""
762,2,0,0,0,0,0,0,0,0,0,0,1,6,1,3,3,3,5,1,2,2,1,5,4,6,5,5,5,6,5,5,4,4,3,3,2,"",NA,"",1,6,7,4,6,7,5,5,6,7,1,22,"France",1,1,4,5,1,1,""
766,3,0,0,0,0,0,0,0,0,0,0,1,5,1,1,4,4,1,2,1,1,1,4,6,5,6,3,3,2,2,4,5,4,4,1,2,"",NA,"",1,6,4,4,2,6,4,5,5,5,2,21,"Germany",1,1,4,5,1,1,""
772,2,1,0,0,1,1,0,0,0,1,1,0,5,5,5,5,5,5,5,5,6,6,6,5,6,5,4,4,4,4,6,6,6,6,2,2,"",NA,"",1,6,7,7,7,6,7,7,6,6,1,23,"Netherlands",1,1,4,4,1,1,""
773,1,1,0,0,0,0,1,0,0,0,0,0,6,5,3,5,2,6,1,1,5,3,6,6,6,6,2,2,2,3,2,2,2,2,3,2,"",NA,"",1,6,6,7,7,5,4,6,5,6,1,27,"Turkey",3,2,3,5,2,2,""
784,2,1,0,0,0,0,0,0,0,0,0,0,6,5,6,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,3,2,"",NA,"",1,6,5,4,4,5,3,5,6,5,2,24,"France",1,2,1,3,1,2,""
786,2,1,0,0,1,0,1,1,0,0,0,0,7,1,1,6,1,6,6,1,3,1,7,7,7,7,4,6,3,5,6,6,7,6,2,2,"",NA,"",1,6,6,5,5,6,5,6,5,6,1,23,"France",1,1,4,5,1,1,""
787,2,1,0,1,1,1,0,0,1,1,0,0,5,3,5,4,2,3,2,1,2,1,6,5,6,2,3,3,4,1,6,6,6,5,3,2,"",NA,"",1,4,6,4,6,4,7,7,4,6,2,22,"Algeria",3,2,4,5,1,1,""
788,1,1,0,0,1,1,1,0,1,1,0,0,3,2,3,3,3,3,1,3,2,1,5,5,5,4,4,5,5,5,6,6,5,6,3,2,"",NA,"",1,6,5,6,6,5,5,6,5,5,1,52,"Belgium",3,6,3,5,2,2,""
792,2,1,0,1,1,1,1,0,1,1,0,0,7,1,1,3,6,4,1,1,1,1,7,7,7,7,7,7,7,7,4,5,6,5,3,1,"Jean",2,"",1,7,5,6,6,6,6,6,5,2,2,21,"France",3,4,1,5,1,1,"282"
796,1,1,0,0,0,0,0,0,0,0,0,0,7,2,5,6,1,1,1,2,4,3,3,3,1,3,5,2,5,5,7,4,6,4,3,2,"",NA,"",1,5,5,6,2,6,5,3,5,6,1,23,"France",1,1,4,4,1,1,""
797,1,0,0,1,0,0,0,0,0,0,0,0,6,5,7,6,5,6,6,5,6,6,6,6,6,6,5,5,5,5,4,4,5,5,3,2,"",NA,"",1,6,6,6,7,6,6,6,6,6,2,26,"Spain",1,1,2,4,1,1,""
800,2,1,0,0,1,1,0,1,1,0,0,0,7,3,2,6,7,4,6,4,2,1,7,7,7,7,5,5,6,5,7,7,7,4,2,2,"",NA,"",1,4,5,4,6,6,7,5,6,5,2,23,"Germany",1,1,4,5,1,1,""
801,2,0,1,0,0,0,0,0,0,1,0,0,5,7,6,6,5,6,6,6,7,6,6,6,6,6,7,7,6,6,6,5,6,5,3,2,"",NA,"",1,7,7,7,7,7,7,7,7,7,1,22,"Pakistan",1,1,4,4,1,1,""
803,2,1,1,1,1,1,0,1,1,1,0,0,6,4,4,6,6,2,2,5,3,2,6,5,6,6,5,6,6,6,5,6,6,6,3,2,"",NA,"",1,5,5,4,6,6,5,5,5,6,2,25,"Italy",2,2,1,2,2,2,""
804,2,0,0,0,0,0,0,0,1,0,0,0,5,2,6,3,3,5,4,7,3,3,5,5,5,5,7,7,7,7,6,3,5,5,2,2,"",NA,"",1,5,5,3,3,5,5,5,5,6,2,25,"France",1,1,1,5,1,1,""
805,1,1,1,0,1,1,0,0,0,1,1,0,6,3,1,4,4,2,1,1,1,1,5,6,7,3,4,4,4,4,5,4,6,6,3,1,"Amazon Box, sneak preview,",1,"Sneak preview",2,7,7,7,6,7,5,5,7,7,3,22,"Germany",1,2,1,2,1,2,"I love you orkun canim ❤️"
808,3,1,0,0,1,1,1,0,0,1,1,0,3,3,3,3,3,3,3,3,3,3,6,6,5,5,4,4,4,4,4,5,5,4,3,2,"",NA,"",1,5,5,4,6,5,5,6,6,5,2,19,"Germany",2,3,2,2,1,2,""
809,1,1,0,0,1,1,1,0,1,0,0,0,6,1,1,6,6,1,3,3,1,1,6,6,4,6,4,5,3,2,4,6,6,6,3,1,"Lessive",2,"",1,5,7,6,6,7,7,7,6,6,1,26,"France",2,2,1,5,1,2,""
810,3,1,0,0,1,0,0,0,0,0,0,0,7,1,1,5,1,1,1,1,1,1,6,5,6,5,4,3,5,3,6,6,6,6,3,1,"Mensual subscription to beauty box",1,"Mensual subscription for beauty box",1,6,5,4,5,6,3,4,5,5,1,21,"France",1,1,4,2,1,1,"I wear only skinny jeans. So, this have influenced my choices"
813,2,1,1,1,1,1,1,0,1,1,1,0,5,4,3,4,2,3,1,3,3,5,6,5,6,5,6,4,6,5,6,6,6,6,2,2,"",NA,"",2,7,5,4,6,5,3,5,6,6,2,21,"Germany",2,2,1,2,1,1,""
816,1,1,0,0,0,1,1,1,0,0,0,0,6,4,4,5,4,4,5,4,4,4,6,6,5,4,4,4,4,4,5,4,6,5,1,2,"",NA,"",1,6,7,6,7,6,6,7,7,7,1,20,"France",1,1,4,4,1,1,""
818,2,1,0,1,1,1,1,1,1,0,0,0,7,1,2,5,2,5,5,2,2,1,6,7,7,6,4,5,5,5,6,6,7,7,3,1,"Burger King’s hamburger",2,"",2,2,6,6,6,6,5,6,6,6,1,22,"France",3,6,4,5,1,1,""
821,2,0,0,0,0,0,0,0,0,0,0,1,4,5,3,2,4,5,4,3,4,3,3,4,5,5,4,4,5,4,5,6,4,5,3,2,"",NA,"",2,6,5,4,3,4,3,4,5,3,1,24,"Italy",3,3,1,4,1,2,""
826,2,1,0,1,1,1,1,0,1,1,1,0,7,3,4,6,2,2,2,2,4,2,6,6,6,5,4,4,4,4,6,6,6,6,3,2,"",NA,"",1,7,6,7,7,6,7,6,5,7,2,24,"Germany",2,2,3,4,2,1,""
827,1,1,0,0,1,1,1,0,0,0,0,0,6,1,2,4,6,2,4,2,2,2,6,6,7,6,5,6,6,6,6,6,6,5,3,2,"",NA,"",2,7,6,6,7,6,6,7,6,6,2,23,"France",3,3,4,5,1,1,""
828,2,0,1,1,0,0,0,0,0,0,0,0,1,6,1,1,1,1,1,1,1,1,4,4,6,5,4,4,6,5,4,4,5,4,1,2,"",NA,"",2,7,6,2,7,7,7,6,4,5,2,25,"France",3,1,1,4,1,2,"282"
832,4,1,0,0,0,0,0,0,0,0,0,0,6,1,1,3,4,3,3,1,2,2,5,4,5,6,3,4,4,4,4,4,4,4,3,2,"",NA,"",1,6,5,5,4,4,4,4,5,3,1,22,"France",1,1,2,4,1,2,""
833,1,1,0,0,1,1,0,0,1,0,1,0,4,3,4,3,5,2,5,4,3,4,6,6,6,6,7,4,1,3,5,5,5,5,1,1,"Pockets.",2,"",1,7,6,5,3,7,5,6,7,7,2,20,"Morocco",1,1,4,4,1,1,""
841,1,1,0,0,1,1,1,1,1,0,0,0,7,5,5,5,5,7,3,5,5,5,4,4,7,4,6,4,6,4,4,4,5,4,3,1,"i can’t give specific answers but i have seem previous posts online, such as mystery boxes",2,"",2,7,3,4,1,3,3,1,5,4,1,23,"Canada",1,1,1,4,1,1,""
842,1,1,1,1,1,1,1,1,1,0,0,0,5,1,1,1,1,3,1,1,1,1,7,6,7,7,4,4,5,4,4,4,4,4,3,2,"",NA,"",2,7,6,4,6,7,6,5,7,7,2,33,"United States",1,1,2,5,1,1,""
846,1,1,0,0,1,0,1,0,0,0,0,0,5,2,1,1,4,2,1,1,2,1,7,6,7,5,1,1,1,1,7,7,7,7,2,2,"",NA,"",2,6,6,7,7,7,3,7,2,6,1,22,"France",3,1,4,5,1,1,""
847,2,1,1,1,0,1,0,0,1,0,0,0,4,2,3,1,1,1,1,1,1,1,6,6,6,6,4,4,4,4,4,4,4,4,1,2,"",NA,"",2,3,3,6,6,5,5,5,6,3,1,25,"Germany",2,2,2,4,2,2,"I only shop jeans secondhand to reduce waste so none of this really applies to me."
848,2,0,0,0,0,0,0,0,0,0,0,1,4,2,4,6,5,2,2,2,4,5,6,5,6,6,4,4,4,4,7,7,7,7,1,2,"",NA,"",1,7,6,4,6,6,6,7,6,6,2,23,"Germany",1,1,4,2,1,1,""
849,1,1,0,0,1,0,0,0,0,0,0,0,2,2,2,1,2,2,2,3,3,2,5,6,6,6,4,5,5,4,4,3,3,2,3,2,"",NA,"",1,5,5,3,2,3,3,5,2,2,2,23,"Slovakia",1,2,1,4,1,2,""
850,1,1,1,0,1,1,1,1,1,1,1,0,5,1,2,6,2,1,1,2,4,2,5,5,7,6,4,5,6,6,5,6,6,7,1,1,"Hotels via Hotwire. You purchase a room with a discounted price. Only after the payment the name of the hotel and the exact location is revealed.",1,"Hotel, as mentioned before. Also, as a child, a so called „Wundertüte“, where you can buy a sealed bag of toys. You can only open it and look inside once you have paid for it.",1,7,6,6,7,6,6,6,7,7,1,22,"Germany",3,1,2,2,1,1,""
852,3,1,0,1,1,1,1,1,1,1,0,0,7,2,5,6,7,1,1,1,1,1,6,5,4,6,4,4,4,3,6,6,6,4,3,2,"",NA,"",2,7,6,2,7,7,6,5,7,6,2,22,"France",1,3,1,5,1,2,""
853,1,1,1,1,1,0,1,0,1,0,0,0,6,7,5,6,6,7,4,6,6,6,5,5,5,5,6,6,6,6,6,6,6,6,3,2,"",NA,"",2,6,6,6,4,6,5,6,5,5,2,31,"India",2,2,1,5,2,2,""
856,2,1,1,1,1,1,1,1,1,1,1,0,5,3,4,1,1,1,2,1,3,4,5,6,6,6,4,4,3,2,5,5,5,6,2,1,"Amazon",2,"",2,7,6,5,6,5,2,4,6,6,1,22,"Germany",2,2,4,4,1,1,""
859,2,0,0,0,1,1,0,0,0,0,0,0,5,3,5,6,5,3,3,3,5,5,5,5,6,4,5,5,4,5,6,6,6,6,1,2,"",NA,"",1,6,7,5,6,6,6,7,6,6,2,24,"Germany",1,2,1,5,1,2,""
860,1,1,1,1,1,1,0,0,1,1,1,0,7,1,1,2,2,1,1,1,2,1,7,7,7,4,4,4,4,4,4,5,5,4,2,2,"",NA,"",2,7,7,7,7,7,7,6,7,7,2,27,"Bosnia Herzegovina",2,3,1,5,2,2,""
865,1,1,0,1,1,1,0,0,1,0,0,0,4,1,2,4,6,1,1,1,1,1,7,6,7,7,6,6,7,7,3,5,7,3,1,2,"",NA,"",2,6,6,5,4,7,6,6,5,3,2,24,"France",1,3,1,5,1,2,""
869,2,1,0,1,1,1,1,1,1,1,0,0,5,2,6,6,5,6,6,6,6,3,6,6,6,6,6,6,6,6,6,6,6,6,1,2,"",NA,"",1,6,6,6,4,6,6,6,6,6,1,23,"Italy",3,4,4,4,1,1,""
872,2,1,0,0,1,1,1,1,1,1,1,0,6,2,2,4,2,6,4,6,6,5,6,5,6,5,5,5,6,6,6,6,5,5,2,2,"",NA,"",1,5,5,6,6,4,4,5,5,3,1,23,"Germany",3,2,4,2,1,1,""
874,2,1,0,1,1,1,0,0,1,0,0,0,4,1,2,2,3,2,1,1,1,1,5,5,5,3,1,4,3,4,5,5,5,5,2,1,"Holiday",2,"",1,4,2,6,4,3,3,5,5,3,1,21,"Belgium",3,6,4,4,1,1,""
875,2,1,1,1,1,1,1,1,1,1,1,0,7,5,6,6,6,4,5,3,4,5,6,6,6,4,4,4,4,4,6,6,6,4,1,1,"mystery sweets, u get a box of random sweets from asia or other countries",2,"",1,6,6,7,6,4,3,6,6,6,2,26,"Bosnia Herzegovina",3,3,2,2,1,1,""
876,1,1,0,0,1,1,1,0,1,1,1,0,6,3,5,5,5,3,1,3,5,5,4,4,6,5,4,4,4,4,5,4,5,5,3,2,"",NA,"",2,7,7,7,6,6,5,5,7,7,2,29,"Germany",1,2,1,5,1,1,""
877,1,0,0,0,1,1,0,0,0,0,0,0,7,4,4,7,7,2,2,1,1,1,5,4,4,6,4,4,4,4,4,4,4,4,2,2,"",NA,"",2,6,6,5,6,6,5,6,5,6,2,25,"Germany",3,6,1,4,2,2,""
880,1,1,0,1,1,0,0,0,0,1,0,0,7,1,7,7,2,1,1,2,2,1,5,6,7,6,6,6,6,6,7,7,7,7,3,2,"",NA,"",2,3,3,3,3,3,5,5,3,2,1,23,"Belgium",3,3,4,4,1,1,""
882,3,1,1,1,1,1,0,0,1,1,0,0,6,4,4,4,6,2,1,5,2,1,6,7,7,7,6,6,6,6,6,7,7,7,2,2,"",NA,"",2,5,6,6,6,5,5,6,6,6,1,22,"Denmark",1,1,2,2,1,1,""
884,3,1,1,0,0,0,0,0,0,0,0,0,6,7,3,6,2,2,5,1,4,3,6,7,7,7,4,4,4,3,6,6,6,6,2,2,"",NA,"",1,5,7,7,7,7,7,7,7,7,1,21,"France",3,1,1,4,1,1,""
886,2,1,0,0,1,1,1,1,1,0,0,0,4,3,3,3,3,4,3,3,3,3,6,6,4,6,6,4,4,6,6,4,4,6,1,1,"Lootbox subscriptions e.g. Lootcrate",2,"",2,6,5,4,4,7,6,6,5,5,2,26,"Canada",1,6,1,4,1,2,""
887,2,1,0,0,1,1,1,0,0,1,1,0,6,3,2,6,2,2,4,2,1,1,6,4,6,6,4,4,4,4,6,6,7,6,3,2,"",NA,"",1,6,6,6,6,5,5,5,6,5,1,22,"Germany",2,2,2,3,2,1,""
888,1,1,0,1,0,0,0,0,0,0,0,0,5,3,5,5,3,3,3,3,3,3,7,7,7,7,5,5,5,5,7,7,7,7,3,2,"",NA,"",2,4,3,4,3,3,3,3,4,4,2,57,"Trinidad & Tobago",2,5,1,4,2,2,""
890,2,1,1,1,1,1,1,1,1,1,1,0,4,4,6,6,4,4,1,3,1,1,5,4,5,4,4,4,6,4,4,4,5,4,3,2,"",NA,"",2,5,4,4,3,5,4,4,5,3,1,20,"Belgium",3,6,4,2,1,1,""
891,2,1,0,0,1,1,1,1,1,1,1,0,2,1,1,2,1,4,1,3,3,3,4,4,4,2,5,5,6,4,4,4,4,4,1,2,"",NA,"",1,6,6,4,7,6,5,6,6,6,1,25,"Germany",2,2,2,2,2,2,""
892,2,1,0,1,1,1,1,0,0,1,1,0,3,1,5,3,6,2,1,1,1,1,5,5,6,6,4,4,4,4,6,5,6,6,3,2,"",NA,"",1,6,5,6,7,5,4,6,6,5,2,22,"Germany",2,2,2,4,2,1,""
898,1,1,1,1,1,1,1,0,1,0,0,0,5,3,3,2,3,3,2,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,2,2,"",NA,"",2,6,6,6,6,6,6,6,6,6,1,37,"Denmark",3,6,1,5,2,1,""
899,2,1,1,1,1,1,1,1,1,1,0,0,6,7,6,5,3,4,3,2,2,2,7,7,7,7,2,2,2,2,5,5,5,5,2,2,"",NA,"",1,5,3,5,5,5,5,5,4,4,2,30,"Germany",3,5,1,4,2,2,""
900,2,1,0,0,1,1,0,0,1,0,0,0,5,2,5,5,2,2,2,5,2,2,7,7,6,5,6,6,6,7,4,4,5,7,3,2,"",NA,"",2,3,7,7,6,3,3,4,4,4,1,27,"Russian Federation",1,1,1,2,1,2,""
901,2,1,0,0,1,1,1,0,1,1,1,0,3,3,2,4,3,4,1,2,3,3,4,5,6,6,4,4,4,4,5,5,6,5,3,2,"",NA,"",2,5,6,6,6,5,5,4,6,6,1,23,"Germany",2,1,2,4,1,1,""
904,2,1,1,0,1,1,0,0,1,0,0,0,3,1,1,2,2,1,1,1,1,1,6,6,6,4,6,6,6,4,6,6,6,4,3,2,"",NA,"",2,5,2,5,3,6,2,2,3,2,1,21,"Italy",3,2,4,2,2,1,""
905,2,1,1,1,1,1,0,0,1,0,0,0,1,2,2,1,2,2,1,2,1,1,6,6,6,3,6,6,6,3,6,6,6,3,2,2,"",NA,"",1,4,3,5,3,4,3,3,4,4,2,21,"Italy",3,1,4,2,2,1,""
906,1,1,1,1,1,1,1,0,1,0,0,0,4,4,4,2,4,2,2,3,2,2,4,4,7,6,4,3,3,4,3,3,3,3,2,2,"",NA,"",2,5,4,5,6,4,4,3,5,3,1,24,"Italy",3,1,4,4,2,1,""
910,3,0,0,0,1,0,0,0,0,0,0,0,2,3,2,6,1,3,5,6,1,1,6,5,5,4,6,6,6,6,7,7,7,6,1,2,"",NA,"",1,6,5,5,5,6,5,5,6,5,1,26,"Italy",3,4,1,5,1,1,""
914,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3,3,1,1,5,6,6,4,6,6,6,5,6,6,6,6,1,2,"",NA,"",2,6,5,2,3,6,6,6,5,6,2,27,"Syria",1,1,1,4,1,1,""
915,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,7,1,2,4,2,2,1,2,2,2,3,3,1,2,1,2,"",NA,"",2,3,3,5,4,5,5,5,5,3,1,25,"Germany",1,1,4,3,1,1,""
916,2,1,1,1,1,1,1,0,1,1,1,0,6,1,3,6,2,1,2,3,6,5,6,6,6,6,5,5,5,5,6,6,6,6,3,2,"",NA,"",2,6,4,4,6,5,2,2,5,5,1,24,"Germany",3,3,4,4,2,1,""
917,1,0,0,0,0,0,0,0,0,1,1,0,2,2,1,1,1,2,1,2,2,3,5,4,4,3,5,3,5,4,5,5,5,5,1,1,"Don't remember. Was some kind of package you got with different clothes in it. Before that you had to answer questions about clothes, so the company could find out more about your style.",2,"",2,5,5,6,6,6,5,5,6,5,1,25,"Germany",2,1,4,2,1,1,""
918,2,1,1,0,0,0,1,0,1,0,0,0,3,5,1,1,1,4,1,3,1,1,6,6,6,6,5,5,5,5,4,4,4,4,3,2,"",NA,"",2,6,5,4,6,4,3,4,5,6,1,57,"Trinidad & Tobago",3,5,2,4,2,2,""
919,3,0,0,0,0,0,0,0,0,0,0,1,5,1,1,3,1,1,1,1,1,1,6,6,7,7,1,1,1,1,6,6,7,7,1,2,"",NA,"",1,6,5,4,4,6,7,6,7,4,1,23,"France",3,5,4,5,1,1,""
921,1,1,1,1,1,1,1,1,1,1,0,0,2,1,2,2,2,1,1,3,1,1,6,6,6,7,7,6,7,6,6,6,6,6,3,1,"Hotels and mystery gift bags",2,"",2,6,7,6,6,6,6,6,6,7,1,25,"Denmark",1,2,2,5,1,1,""
925,3,1,0,0,1,1,1,0,0,1,1,0,5,2,2,7,5,5,6,2,5,6,6,6,6,6,4,4,2,2,7,7,7,7,2,2,"",NA,"",2,6,7,6,7,7,6,6,6,6,2,21,"Belgium",3,4,4,4,1,1,""
928,2,0,0,0,0,0,0,0,0,0,0,1,7,1,2,3,1,1,3,1,1,2,5,6,6,6,6,5,5,6,6,6,6,7,1,2,"",NA,"",1,6,5,6,4,6,5,7,4,3,1,26,"Germany",1,1,4,3,2,1,""
929,2,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,5,3,6,6,5,1,6,4,6,6,6,4,6,7,6,4,6,6,2,2,"",NA,"",1,6,6,6,6,6,5,4,6,6,1,29,"Syria",3,1,1,4,1,2,""
930,1,1,1,1,1,1,0,1,0,0,0,0,5,7,5,5,3,3,3,3,2,2,5,4,5,5,4,4,4,5,5,5,4,5,3,1,"The brand """"Too Good To Go"""" offers mystery box filled with food in order to reduce the waste of food.",2,"",2,7,6,6,7,5,6,7,6,6,1,22,"Germany",3,4,2,4,1,1,""
931,1,1,0,1,1,1,1,1,1,0,1,0,6,3,6,3,4,3,3,3,2,6,6,6,6,4,4,4,4,4,4,4,4,4,3,2,"",NA,"",1,7,6,1,7,4,6,6,6,6,2,27,"Germany",2,3,2,4,2,1,""
932,1,0,0,0,1,1,1,0,0,0,0,0,6,2,2,7,7,7,2,6,2,2,5,6,6,5,4,5,5,4,6,6,6,6,1,2,"",NA,"",2,6,6,2,6,6,5,3,6,4,1,24,"Russian Federation",1,1,4,5,1,1,""
933,1,1,1,0,1,1,1,0,1,1,1,0,3,1,1,2,4,1,1,1,2,1,4,5,5,4,4,4,3,4,4,4,5,5,1,1,"glossy box",2,"",1,6,4,6,7,4,5,6,6,4,1,22,"Germany",2,1,1,2,1,1,""
935,1,1,1,1,1,1,1,1,1,1,1,0,6,7,2,3,2,3,3,3,3,1,6,5,7,6,5,6,6,5,6,6,7,7,1,1,"Glossybox",2,"",1,5,5,5,4,5,5,6,5,4,1,23,"Germany",3,1,2,2,1,1,""
936,2,1,0,0,1,1,1,1,1,1,1,0,3,1,1,1,1,2,1,1,4,3,4,4,1,4,4,4,2,5,4,3,3,5,3,1,"Glossybox.",2,"",1,7,5,6,6,6,7,6,7,6,1,22,"Germany",3,2,2,2,1,1,""
938,1,1,1,1,1,1,1,1,1,1,1,0,3,2,3,1,1,1,1,1,1,1,5,4,6,5,4,4,4,4,5,5,5,5,1,1,"Don’t know any",2,"",2,6,6,6,7,3,6,6,5,6,1,26,"Germany",3,1,1,4,1,2,""
940,1,1,1,0,1,0,1,1,1,1,1,0,6,6,1,4,2,5,4,6,1,1,6,6,6,6,6,6,6,6,5,5,5,5,2,2,"",NA,"",1,6,6,6,7,4,6,6,6,6,1,24,"Germany",1,1,4,4,1,1,"Good luck!"
941,2,1,0,0,1,0,0,0,0,0,0,0,5,4,2,2,2,5,2,3,2,4,5,5,5,4,5,4,5,5,5,6,4,5,3,2,"",NA,"",1,4,5,4,4,5,5,6,6,5,2,24,"Vietnam",3,4,4,4,1,2,""
942,2,0,0,0,0,0,0,1,1,0,1,0,5,5,5,5,4,5,5,2,5,5,5,5,6,5,5,5,5,5,6,6,4,6,1,1,"Vin",1,"Aeon mall",1,5,6,5,3,5,5,5,5,6,2,22,"Vietnam",1,1,1,2,1,1,"SE04817"
944,3,1,0,0,1,1,1,0,0,1,0,0,6,3,4,7,7,3,1,4,2,2,6,7,7,3,5,6,6,5,6,6,6,5,1,1,"Adventskalender",1,"cosmetics Adventskalendar",2,4,5,6,5,6,6,5,5,4,1,24,"China",1,1,4,4,1,1,""
947,1,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,"",NA,"",1,5,2,4,4,4,5,3,5,2,2,20,"Germany",2,4,1,2,2,2,""
949,2,1,1,0,1,1,1,0,0,0,0,0,5,5,2,5,5,4,2,2,2,2,6,6,6,6,4,4,5,4,5,5,6,5,1,2,"",NA,"",2,6,6,6,6,6,5,6,5,6,1,27,"Turkey",1,1,1,4,1,2,""
951,1,1,1,1,1,1,1,1,1,1,1,0,3,4,4,6,4,6,4,3,4,5,4,4,6,4,5,5,5,4,6,6,7,6,1,2,"",NA,"",2,5,4,4,3,5,4,5,5,4,2,29,"Turkey",3,1,1,4,1,2,""
953,2,1,0,1,1,0,1,1,1,0,1,0,7,5,6,7,6,7,3,7,5,5,7,6,7,6,7,6,6,6,6,7,6,6,2,2,"",NA,"",1,6,6,6,5,6,6,6,6,6,2,25,"Germany",2,5,4,4,2,1,""
954,1,1,1,1,1,1,1,1,0,0,0,0,5,3,3,3,5,3,6,3,3,3,4,4,5,4,4,4,4,4,4,4,4,4,3,1,"Loot boxes in video games",2,"",2,6,6,5,4,3,4,4,6,5,2,28,"Canada",1,2,2,4,1,1,""
955,1,1,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,"",NA,"",1,4,4,3,3,5,4,5,6,5,2,20,"Vietnam",3,2,3,2,1,1,""
956,2,1,1,1,1,1,1,0,1,1,1,0,3,1,3,1,1,1,1,1,3,2,6,6,6,4,5,4,5,3,6,5,5,5,3,1,"flight tickets to an unknown destination",2,"",2,3,2,3,4,3,3,3,3,1,1,24,"Germany",1,1,4,4,1,2,""
957,1,1,1,1,1,1,1,0,0,1,1,0,5,5,5,5,5,5,5,5,5,5,3,4,5,3,4,5,5,6,4,6,5,4,2,1,"Random Steam Key Sales",1,"Random Steam Keys",2,7,4,6,6,5,5,7,7,7,2,24,"Germany",1,1,2,4,1,1,""
958,1,1,1,1,1,1,1,0,1,1,1,0,4,6,5,2,5,2,2,4,2,1,5,4,6,5,6,6,6,5,4,4,5,5,3,1,"Geek gear  (monthly mystery subscription boxes in general)",2,"",1,6,5,7,6,5,5,6,6,4,1,22,"Philippines",3,4,4,2,1,1,"The questions in general especially in the beginning & middle of the survey were interesting. I hadn't thought of mystery subscription boxes in a long time."
960,2,1,0,0,1,1,1,0,1,1,1,0,1,1,1,2,1,2,1,2,3,3,6,6,6,4,6,6,6,4,7,6,6,4,2,1,"Lucky box consisting random products. Some of them have very expensive products and most of them consist of normal products matched with their price. Character figures, idol photo cards, etc. They consist of figures of random characters or random photos of idol groups' members. Consumers cannot know which one they will have.",2,"",1,6,6,6,7,5,7,6,6,6,1,25,"Korea South",1,2,1,5,1,1,""
961,1,1,1,1,1,1,1,0,0,1,1,0,6,5,4,7,3,6,1,2,7,5,5,5,5,6,4,4,4,4,7,6,7,7,3,2,"",NA,"",2,6,6,6,6,3,6,6,5,6,1,55,"Germany",2,3,2,5,2,2,""
962,1,1,0,0,1,0,1,0,1,1,1,0,3,1,1,1,1,3,1,3,1,1,4,4,6,4,5,3,5,5,6,6,6,6,3,2,"",NA,"",2,5,5,5,3,2,6,3,3,5,1,23,"Germany",2,1,2,2,2,1,""
963,1,1,1,1,1,1,0,0,0,1,1,0,3,3,3,1,1,1,1,1,3,1,4,4,4,4,4,4,4,4,4,4,4,4,3,2,"",NA,"",1,5,5,6,6,5,5,6,5,5,1,56,"Germany",1,1,5,2,5,2,""
964,2,1,0,0,1,1,1,0,0,0,0,0,5,3,3,5,5,5,3,3,3,3,6,6,5,5,4,4,4,4,5,6,6,5,3,2,"",NA,"",2,6,7,7,7,7,6,7,7,6,2,26,"Germany",1,1,2,5,1,1,""
